Species
Whitewater Arroyo mammarenavirus
California reptarenavirus
Giessen reptarenavirus
Golden reptarenavirus
Ordinary reptarenavirus
Rotterdam reptarenavirus
Crustacean lincruvirus
Actinidia chlorotic ringspot-associated emaravirus
European mountain ash ringspot-associated emaravirus
Fig mosaic emaravirus
High Plains wheat mosaic emaravirus
Pigeonpea sterility mosaic emaravirus 1
Pigeonpea sterility mosaic emaravirus 2
Raspberry leaf blotch emaravirus
Redbud yellow ringspot-associated emaravirus
Rose rosette emaravirus
Longquan loanvirus
Laibin mobatvirus
Nova mobatvirus
Quezon mobatvirus
Amga orthohantavirus
Andes orthohantavirus
Asama orthohantavirus
Asikkala orthohantavirus
Bayou orthohantavirus
Black Creek Canal orthohantavirus
Bowe orthohantavirus
Bruges orthohantavirus
Cano Delgadito orthohantavirus
Cao Bang orthohantavirus
Choclo orthohantavirus
Dabieshan orthohantavirus
Dobrava-Belgrade orthohantavirus
El Moro Canyon orthohantavirus
Fugong orthohantavirus
Fusong orthohantavirus
Hantaan orthohantavirus
Jeju orthohantavirus
Kenkeme orthohantavirus
Khabarovsk orthohantavirus
Laguna Negra orthohantavirus
Luxi orthohantavirus
Maporal orthohantavirus
Montano orthohantavirus
Necocli orthohantavirus
Oxbow orthohantavirus
Prospect Hill orthohantavirus
Puumala orthohantavirus
Rockport orthohantavirus
Sangassou orthohantavirus
Seoul orthohantavirus
Sin Nombre orthohantavirus
Thailand orthohantavirus
Tula orthohantavirus
Yakeshi orthohantavirus
Imjin thottimvirus
Thottopalayam thottimvirus
Myriapod hubavirus
Artashat orthonairovirus
Chim orthonairovirus
Crimean-Congo hemorrhagic fever orthonairovirus
Dera Ghazi Khan orthonairovirus
Dugbe orthonairovirus
Hazara orthonairovirus
Hughes orthonairovirus
Kasokero orthonairovirus
Keterah orthonairovirus
Nairobi sheep disease orthonairovirus
Qalyub orthonairovirus
Sakhalin orthonairovirus
Tamdy orthonairovirus
Thiafora orthonairovirus
Spider shaspivirus
Strider striwavirus
Herbert herbevirus
Kibale herbevirus
Tai herbevirus
Acara orthobunyavirus
Akabane orthobunyavirus
Alajuela orthobunyavirus
Anopheles A orthobunyavirus
Anopheles B orthobunyavirus
Bakau orthobunyavirus
Batama orthobunyavirus
Benevides orthobunyavirus
Bertioga orthobunyavirus
Bimiti orthobunyavirus
Botambi orthobunyavirus
Bunyamwera orthobunyavirus
Bushbush orthobunyavirus
Bwamba orthobunyavirus
California encephalitis orthobunyavirus
Capim orthobunyavirus
Caraparu orthobunyavirus
Catu orthobunyavirus
Estero Real orthobunyavirus
Gamboa orthobunyavirus
Guajara orthobunyavirus
Guama orthobunyavirus
Guaroa orthobunyavirus
Kaeng Khoi orthobunyavirus
Kairi orthobunyavirus
Koongol orthobunyavirus
Madrid orthobunyavirus
Main Drain orthobunyavirus
Manzanilla orthobunyavirus
Marituba orthobunyavirus
Minatitlan orthobunyavirus
MPoko orthobunyavirus
Nyando orthobunyavirus
Olifantsvlei orthobunyavirus
Oriboca orthobunyavirus
Oropouche orthobunyavirus
Patois orthobunyavirus
Sathuperi orthobunyavirus
Shamonda orthobunyavirus
Shuni orthobunyavirus
Simbu orthobunyavirus
Tacaiuma orthobunyavirus
Tete orthobunyavirus
Thimiri orthobunyavirus
Timboteua orthobunyavirus
Turlock orthobunyavirus
Wolkberg orthobunyavirus
Wyeomyia orthobunyavirus
Zegla orthobunyavirus
Insect shangavirus
Groundnut bud necrosis tospovirus
Groundnut ringspot tospovirus
Groundnut yellow spot tospovirus
Impatiens necrotic spot tospovirus
Iris yellow spot tospovirus
Polygonum ringspot tospovirus
Tomato chlorotic spot tospovirus
Tomato spotted wilt tospovirus
Watermelon bud necrosis tospovirus
Watermelon silver mottle tospovirus
Zucchini lethal chlorosis tospovirus
Ferak feravirus
Insect inshuvirus
Jonchet jonvirus
Kigluaik phantom orthophasmavirus
Nome phantom orthophasmavirus
Wuchang cockroach orthophasmavirus 1
Wuhan mosquito orthophasmavirus 1
Wuhan mosquito orthophasmavirus 2
Insect wuhivirus
Huaiyangshan banyangvirus
Dipteran beidivirus
Cumuto goukovirus
Gouleako goukovirus
Yichang insect goukovirus
Horsefly horwuvirus
Dipteran hudivirus
Lepidopteran hudovirus
Mothra mobuvirus
Badu phasivirus
Phasi Charoen-like phasivirus
Wuhan fly phasivirus
Wutai mosquito phasivirus
Bujaru phlebovirus
Candiru phlebovirus
Chilibre phlebovirus
Frijoles phlebovirus
Punta Toro phlebovirus
Rift Valley fever phlebovirus
Salehabad phlebovirus
Sandfly fever Naples phlebovirus
Uukuniemi phlebovirus
Pidgey pidchovirus
Echinochloa hoja blanca tenuivirus
Iranian wheat stripe tenuivirus
Maize stripe tenuivirus
Rice grassy stunt tenuivirus
Rice hoja blanca tenuivirus
Rice stripe tenuivirus
Urochloa hoja blanca tenuivirus
Dipteran wubeivirus
Fly wubeivirus
Millipede wumivirus
Tilapia tilapinevirus
Influenza A virus
Influenza B virus
Influenza D virus
Influenza C virus
Salmon isavirus
Johnston Atoll quaranjavirus
Quaranfil quaranjavirus
Dhori thogotovirus
Thogoto thogotovirus
Salmonella virus SKML39
Shigella virus AG3
Dickeya virus Limestone
Dickeya virus RC2014
Escherichia virus CBA120
Escherichia virus PhaxI
Salmonella virus 38
Salmonella virus Det7
Salmonella virus GG32
Salmonella virus PM10
Salmonella virus SFP10
Salmonella virus SH19
Salmonella virus SJ3
Escherichia virus ECML4
Salmonella virus Marshall
Salmonella virus Maynard
Salmonella virus SJ2
Salmonella virus STML131
Salmonella virus ViI
Erwinia virus Ea2809
Klebsiella virus 0507KN21
Serratia virus IME250
Serratia virus MAM1
Campylobacter virus CP21
Campylobacter virus CP220
Campylobacter virus CPt10
Campylobacter virus IBB35
Campylobacter virus CP81
Campylobacter virus CP30A
Campylobacter virus CPX
Campylobacter virus NCTC12673
Erwinia virus Ea214
Erwinia virus M7
Escherichia virus AYO145A
Escherichia virus EC6
Escherichia virus HY02
Escherichia virus JH2
Escherichia virus TP1
Escherichia virus VpaE1
Escherichia virus wV8
Salmonella virus FelixO1
Salmonella virus HB2014
Salmonella virus Mushroom
Salmonella virus UAB87
Citrobacter virus Moogle
Citrobacter virus Mordin
Escherichia virus SUSP1
Escherichia virus SUSP2
Aeromonas virus phiO18P
Haemophilus virus HP1
Haemophilus virus HP2
Pasteurella virus F108
Vibrio virus K139
Vibrio virus Kappa
Burkholderia virus phi52237
Burkholderia virus phiE122
Burkholderia virus phiE202
Escherichia virus 186
Escherichia virus P2
Escherichia virus Wphi
Mannheimia virus PHL101
Pseudomonas virus phiCTX
Ralstonia virus RSA1
Salmonella virus Fels2
Salmonella virus PsP3
Salmonella virus SopEphi
Yersinia virus L413C
Staphylococcus virus G1
Staphylococcus virus G15
Staphylococcus virus JD7
Staphylococcus virus K
Staphylococcus virus MCE2014
Staphylococcus virus P108
Staphylococcus virus Rodi
Staphylococcus virus S253
Staphylococcus virus S25-4
Staphylococcus virus SA12
Listeria virus A511
Listeria virus P100
Staphylococcus virus Remus
Staphylococcus virus SA11
Staphylococcus virus Stau2
Bacillus virus Camphawk
Bacillus virus SPO1
Bacillus virus BCP78
Bacillus virus TsarBomba
Staphylococcus virus Twort
Enterococcus virus phiEC24C
Lactobacillus virus Lb338-1
Lactobacillus virus LP65
Enterobacter virus PG7
Escherichia virus CC31
Klebsiella virus JD18
Klebsiella virus PKO111
Escherichia virus Bp7
Escherichia virus IME08
Escherichia virus JS10
Escherichia virus JS98
Escherichia virus QL01
Escherichia virus VR5
Enterobacter virus Eap3
Klebsiella virus KP15
Klebsiella virus KP27
Klebsiella virus Matisse
Klebsiella virus Miro
Citrobacter virus Merlin
Citrobacter virus Moon
Escherichia virus JSE
Escherichia virus phi1
Escherichia virus RB49
Escherichia virus HX01
Escherichia virus JS09
Escherichia virus RB69
Shigella virus UTAM
Salmonella virus S16
Salmonella virus STML198
Vibrio virus KVP40
Vibrio virus nt1
Vibrio virus ValKK3
Escherichia virus VR7
Escherichia virus VR20
Escherichia virus VR25
Escherichia virus VR26
Shigella virus SP18
Escherichia virus AR1
Escherichia virus C40
Escherichia virus E112
Escherichia virus ECML134
Escherichia virus HY01
Escherichia virus Ime09
Escherichia virus RB3
Escherichia virus RB14
Escherichia virus T4
Shigella virus Pss1
Shigella virus Shfl2
Yersinia virus D1
Yersinia virus PST
Acinetobacter virus 133
Aeromonas virus 65
Aeromonas virus Aeh1
Escherichia virus RB16
Escherichia virus RB32
Escherichia virus RB43
Pseudomonas virus 42
Cronobacter virus CR3
Cronobacter virus CR8
Cronobacter virus CR9
Cronobacter virus PBES02
Pectobacterium virus phiTE
Cronobacter virus GAP31
Escherichia virus 4MG
Salmonella virus SE1
Salmonella virus SSE121
Escherichia virus FFH2
Escherichia virus FV3
Escherichia virus JES2013
Escherichia virus V5
Brevibacillus virus Abouo
Brevibacillus virus Davies
Bacillus virus Agate
Bacillus virus Bobb
Bacillus virus Bp8pC
Erwinia virus Deimos
Erwinia virus Ea35-70
Erwinia virus RAY
Erwinia virus Simmy50
Erwinia virus SpecialG
Acinetobacter virus AB1
Acinetobacter virus AB2
Acinetobacter virus AbC62
Acinetobacter virus AP22
Arthrobacter virus ArV1
Arthrobacter virus Trina
Bacillus virus AvesoBmore
Bacillus virus B4
Bacillus virus Bigbertha
Bacillus virus Riley
Bacillus virus Spock
Bacillus virus Troll
Bacillus virus Bastille
Bacillus virus CAM003
Bacillus virus Bc431
Bacillus virus Bcp1
Bacillus virus BCP82
Bacillus virus BM15
Bacillus virus Deepblue
Bacillus virus JBP901
Burkholderia virus Bcep1
Burkholderia virus Bcep43
Burkholderia virus Bcep781
Burkholderia virus BcepNY3
Xanthomonas virus OP2
Burkholderia virus BcepMu
Burkholderia virus phiE255
Aeromonas virus 44RR2
Mycobacterium virus Alice
Mycobacterium virus Bxz1
Mycobacterium virus Dandelion
Mycobacterium virus HyRo
Mycobacterium virus I3
Mycobacterium virus Nappy
Mycobacterium virus Sebata
Clostridium virus phiC2
Clostridium virus phiCD27
Clostridium virus phiCD119
Bacillus virus CP51
Bacillus virus JL
Bacillus virus Shanette
Escherichia virus CVM10
Escherichia virus ep3
Erwinia virus Asesino
Erwinia virus EaH2
Pseudomonas virus EL
Halomonas virus HAP1
Vibrio virus VP882
Brevibacillus virus Jimmer
Brevibacillus virus Osiris
Pseudomonas virus Ab03
Pseudomonas virus KPP10
Pseudomonas virus PAKP3
Sinorhizobium virus M7
Sinorhizobium virus M12
Sinorhizobium virus N3
Erwinia virus Machina
Arthrobacter virus Brent
Arthrobacter virus Jawnski
Arthrobacter virus Martha
Arthrobacter virus Sonny
Edwardsiella virus MSW3
Edwardsiella virus PEi21
Escherichia virus Mu
Shigella virus SfMu
Halobacterium virus phiH
Bacillus virus Grass
Bacillus virus NIT1
Bacillus virus SPG24
Aeromonas virus 43
Escherichia virus P1
Pseudomonas virus CAb1
Pseudomonas virus CAb02
Pseudomonas virus JG004
Pseudomonas virus PAKP1
Pseudomonas virus PAKP4
Pseudomonas virus PaP1
Burkholderia virus BcepF1
Pseudomonas virus 141
Pseudomonas virus Ab28
Pseudomonas virus DL60
Pseudomonas virus DL68
Pseudomonas virus F8
Pseudomonas virus JG024
Pseudomonas virus KPP12
Pseudomonas virus LBL3
Pseudomonas virus LMA2
Pseudomonas virus PB1
Pseudomonas virus SN
Pseudomonas virus PA7
Pseudomonas virus phiKZ
Rhizobium virus RHEph4
Ralstonia virus RSF1
Ralstonia virus RSL2
Ralstonia virus RSL1
Aeromonas virus 25
Aeromonas virus 31
Aeromonas virus Aes12
Aeromonas virus Aes508
Aeromonas virus AS4
Stenotrophomonas virus IME13
Staphylococcus virus IPLAC1C
Staphylococcus virus SEP1
Salmonella virus SPN3US
Bacillus virus 1
Geobacillus virus GBSV1
Yersinia virus R1RT
Yersinia virus TG1
Vibrio virus MAR
Vibrio virus VHML
Vibrio virus VP585
Bacillus virus BPS13
Bacillus virus Hakuna
Bacillus virus Megatron
Bacillus virus WPh
Bacillus virus G
Bacillus virus PBS1
Microcystis virus Ma-LMM01
Acinetobacter virus AB3
Acinetobacter virus Abp1
Acinetobacter virus Fri1
Acinetobacter virus IME200
Acinetobacter virus PD6A3
Acinetobacter virus PDAB9
Acinetobacter virus phiAB1
Escherichia virus K30
Klebsiella virus K5
Klebsiella virus K11
Klebsiella virus Kp1
Klebsiella virus KP32
Klebsiella virus KpV289
Klebsiella virus F19
Klebsiella virus K244
Klebsiella virus Kp2
Klebsiella virus KP34
Klebsiella virus KpV41
Klebsiella virus KpV71
Klebsiella virus KpV475
Klebsiella virus SU503
Klebsiella virus SU552A
Pantoea virus Limelight
Pantoea virus Limezero
Pseudomonas virus LKA1
Pseudomonas virus phiKMV
Xanthomonas virus f20
Xanthomonas virus f30
Xylella virus Prado
Erwinia virus Era103
Escherichia virus K5
Escherichia virus K1-5
Escherichia virus K1E
Salmonella virus SP6
Escherichia virus T7
Kluyvera virus Kvp1
Pseudomonas virus gh1
Prochlorococcus virus PSSP7
Synechococcus virus P60
Synechococcus virus Syn5
Streptococcus virus Cp1
Streptococcus virus Cp7
Staphylococcus virus 44AHJD
Streptococcus virus C1
Bacillus virus B103
Bacillus virus GA1
Bacillus virus phi29
Kurthia virus 6
Actinomyces virus Av1
Mycoplasma virus P1
Escherichia virus 24B
Escherichia virus 933W
Escherichia virus Min27
Escherichia virus PA28
Escherichia virus Stx2 II
Shigella virus 7502Stx
Shigella virus POCJ13
Escherichia virus 191
Escherichia virus PA2
Escherichia virus TL2011
Shigella virus VASD
Burkholderia virus Bcep22
Burkholderia virus Bcepil02
Burkholderia virus Bcepmigl
Burkholderia virus DC1
Bordetella virus BPP1
Burkholderia virus BcepC6B
Cellulophaga virus Cba41
Cellulophaga virus Cba172
Dinoroseobacter virus DFL12
Erwinia virus Ea9-2
Erwinia virus Frozen
Escherichia virus phiV10
Salmonella virus Epsilon15
Salmonella virus SPN1S
Pseudomonas virus F116
Pseudomonas virus H66
Escherichia virus APEC5
Escherichia virus APEC7
Escherichia virus Bp4
Escherichia virus EC1UPM
Escherichia virus ECBP1
Escherichia virus G7C
Escherichia virus IME11
Shigella virus Sb1
Achromobacter virus Axp3
Achromobacter virus JWAlpha
Edwardsiella virus KF1
Pseudomonas virus KPP25
Pseudomonas virus R18
Pseudomonas virus Ab09
Pseudomonas virus LIT1
Pseudomonas virus PA26
Pseudomonas virus Ab22
Pseudomonas virus CHU
Pseudomonas virus LUZ24
Pseudomonas virus PAA2
Pseudomonas virus PaP3
Pseudomonas virus PaP4
Pseudomonas virus TL
Pseudomonas virus KPP21
Pseudomonas virus LUZ7
Escherichia virus N4
Salmonella virus 9NA
Salmonella virus SP069
Salmonella virus BTP1
Salmonella virus HK620
Salmonella virus P22
Salmonella virus ST64T
Shigella virus Sf6
Bacillus virus Page
Bacillus virus Palmer
Bacillus virus Pascal
Bacillus virus Pony
Bacillus virus Pookie
Escherichia virus 172-1
Escherichia virus ECB2
Escherichia virus NJ01
Escherichia virus phiEco32
Escherichia virus Septima11
Escherichia virus SU10
Brucella virus Pr
Brucella virus Tb
Escherichia virus Pollock
Salmonella virus FSL SP-058
Salmonella virus FSL SP-076
Helicobacter virus 1961P
Helicobacter virus KHP30
Helicobacter virus KHP40
Vibrio virus VC8
Vibrio virus VP2
Vibrio virus VP5
Hamiltonella virus APSE1
Lactococcus virus KSY1
Phormidium virus WMP3
Phormidium virus WMP4
Pseudomonas virus 119X
Roseobacter virus SIO1
Vibrio virus VpV262
Streptomyces virus Amela
Streptomyces virus phiCAM
Streptomyces virus Aaronocolus
Streptomyces virus Caliburn
Streptomyces virus Danzina
Streptomyces virus Hydra
Streptomyces virus Izzy
Streptomyces virus Lannister
Streptomyces virus Lika
Streptomyces virus Sujidade
Streptomyces virus Zemlya
Streptomyces virus ELB20
Streptomyces virus R4
Streptomyces virus phiHau3
Mycobacterium virus Acadian
Mycobacterium virus Baee
Mycobacterium virus Reprobate
Mycobacterium virus Adawi
Mycobacterium virus Bane1
Mycobacterium virus BrownCNA
Mycobacterium virus Chrisnmich
Mycobacterium virus Cooper
Mycobacterium virus JAMaL
Mycobacterium virus Nigel
Mycobacterium virus Stinger
Mycobacterium virus Vincenzo
Mycobacterium virus Zemanar
Mycobacterium virus Apizium
Mycobacterium virus Manad
Mycobacterium virus Oline
Mycobacterium virus Osmaximus
Mycobacterium virus Pg1
Mycobacterium virus Soto
Mycobacterium virus Suffolk
Mycobacterium virus Athena
Mycobacterium virus Bernardo
Mycobacterium virus Gadjet
Mycobacterium virus Pipefish
Mycobacterium virus Godines
Mycobacterium virus Rosebush
Mycobacterium virus Babsiella
Mycobacterium virus Brujita
Mycobacterium virus Che9c
Mycobacterium virus Sbash
Mycobacterium virus Hawkeye
Mycobacterium virus Plot
Salmonella virus AG11
Salmonella virus Ent1
Salmonella virus f18SE
Salmonella virus Jersey
Salmonella virus L13
Salmonella virus LSPA1
Salmonella virus SE2
Salmonella virus SETP3
Salmonella virus SETP7
Salmonella virus SETP13
Salmonella virus SP101
Salmonella virus SS3e
Salmonella virus wksl3
Escherichia virus K1G
Escherichia virus K1H
Escherichia virus K1ind1
Escherichia virus K1ind2
Salmonella virus SP31
Leuconostoc virus Lmd1
Leuconostoc virus LN03
Leuconostoc virus LN04
Leuconostoc virus LN12
Leuconostoc virus LN6B
Leuconostoc virus P793
Leuconostoc virus 1A4
Leuconostoc virus Ln8
Leuconostoc virus Ln9
Leuconostoc virus LN25
Leuconostoc virus LN34
Leuconostoc virus LNTR3
Mycobacterium virus Bongo
Mycobacterium virus Rey
Mycobacterium virus Butters
Mycobacterium virus Michelle
Mycobacterium virus Charlie
Mycobacterium virus Pipsqueaks
Mycobacterium virus Xeno
Mycobacterium virus Panchino
Mycobacterium virus Phrann
Mycobacterium virus Redi
Mycobacterium virus Skinnyp
Gordonia virus BaxterFox
Gordonia virus Yeezy
Gordonia virus Kita
Gordonia virus Zirinka
Gorrdonia virus Nymphadora
Mycobacterium virus Bignuz
Mycobacterium virus Brusacoram
Mycobacterium virus Donovan
Mycobacterium virus Fishburne
Mycobacterium virus Jebeks
Mycobacterium virus Malithi
Mycobacterium virus Phayonce
Enterobacter virus F20
Klebsiella virus 1513
Klebsiella virus KLPN1
Klebsiella virus KP36
Klebsiella virus PKP126
Klebsiella virus Sushi
Escherichia virus AHP42
Escherichia virus AHS24
Escherichia virus AKS96
Escherichia virus C119
Escherichia virus E41c
Escherichia virus Eb49
Escherichia virus Jk06
Escherichia virus KP26
Escherichia virus Rogue1
Escherichia virus ACGM12
Escherichia virus Rtp
Escherichia virus ADB2
Escherichia virus JMPW1
Escherichia virus JMPW2
Escherichia virus T1
Shigella virus PSf2
Shigella virus Shfl1
Citrobacter virus Stevie
Escherichia virus TLS
Salmonella virus SP126
Cronobacter virus Esp2949-1
Pseudomonas virus Ab18
Pseudomonas virus Ab19
Pseudomonas virus PaMx11
Arthrobacter virus Amigo
Propionibacterium virus Anatole
Propionibacterium virus B3
Bacillus virus Andromeda
Bacillus virus Blastoid
Bacillus virus Curly
Bacillus virus Eoghan
Bacillus virus Finn
Bacillus virus Glittering
Bacillus virus Riggi
Bacillus virus Taylor
Gordonia virus Attis
Mycobacterium virus Barnyard
Mycobacterium virus Konstantine
Mycobacterium virus Predator
Mycobacterium virus Bernal13
