Melomys bannisteri,,Great Kai Island Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys bougainville,,Bougainville Melomys, Bougainville Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys burtoni,,Grassland Melomys, Grassland Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys capensis,,Cape York Melomys, Cape York Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys caurinus,,Short-tailed Talaud Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys cervinipes,,Fawn-footed Melomys, Fawn-footed Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys cooperae,,Yamdena Island Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys dollmani,,Dollman's Melomys, Long-tailed Melomys, Slender Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys fraterculus,,Manusela Melomys, Manusela Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys frigicola,,Snow Mountains Grassland Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys fulgens,,Seram Long-tailed Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys howi,,Riama Island Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys leucogaster,,White-bellied Melomys, White-bellied Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys lutillus,,Grassland Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys matambuai,,Manus Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys obiensis,,Obi Island Melomys, Obi Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys paveli,,Pavel's Seram Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys rubicola,,Bramble Cay Melomys, Bramble Cay Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys rufescens,,Black-tailed Melomys, Black-tailed Mosaic-tailed Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melomys talaudium,,Long-tailed Talaud Melomys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melonycteris fardoulisi,,Fardoulis's Blossom Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melonycteris melanops,,Black-bellied Blossom Bat, Bismarck Blossom Bat, Black-bellied Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,
Melonycteris woodfordi,,Woodford's Blossom Bat, Woodford's Fruit Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melophus lathami,,Crested Bunting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melopsittacus undulatus,,Budgerigar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melopyrrha nigra,,Cuban Bullfinch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melospiza georgiana,,Swamp Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melospiza lincolnii,,Lincoln's Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melospiza melodia,,Song Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone aberti,,Abert's Towhee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone albicollis,,White-throated Towhee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone biarcuata,,Prevost's Ground-sparrow, Prevost's Ground Sparrow, Prevost's Ground-Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone crissalis,,California Towhee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone fuscus,,Canyon Towhee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone kieneri,,Rusty-crowned Ground-sparrow, Rusty-crowned Ground Sparrow, Rusty-crowned Ground-Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,
Melozone leucotis,,White-eared Ground-sparrow, White-eared Ground Sparrow, White-eared Ground-Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,
Melursus ursinus,,Sloth Bear,,,,,,,,,,Ours prochile lippu, Ours lippu de l'Inde,,,,Oso Perezoso,,,,,,,,,,,,,
Menetes berdmorei,,Indochinese Ground Squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentocrex beankaensis,,Tsingy Wood-rail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentocrex kioloides,,Madagascar Wood-rail, Kioloides Rail, Madagascar Grey-throated Rail,,,,,,,,Râle à front gris,,,,,,,,,,,,,,,,,,
Menura alberti,,Albert's Lyrebird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menura novaehollandiae,,Superb Lyrebird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mephitis macroura,,Hooded Skunk,,,,,,,,,,Moufette à capuchon,,,,,Zorillo,,,,,,,,,,,,,
Mephitis mephitis,,Striped Skunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merganetta armata,,Torrent Duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergellus albellus,,Smew,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergus australis,,Auckland Merganser, Auckland Island Merganser,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergus merganser,,Goosander, Goosander,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergus octosetaceus,,Brazilian Merganser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergus serrator,,Red-breasted Merganser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mergus squamatus,,Scaly-sided Merganser, Chinese Merganser,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones arimalius,,Arabian Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones chengi,,Cheng's Jird, Cheng's Gerbil,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones crassus,,Sundevall's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones dahli,,Dahl's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones grandis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones hurrianae,,Indian Desert Gerbil, Indian Desert Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones libycus,,Libyan Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones meridianus,,Mid-day Gerbil, Mid-day Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones persicus,,Persian Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones rex,,King Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones sacramenti,,Buxton's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones shawi,,Shaw's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones tamariscinus,,Tamarisk Gerbil, Tamarisk Jird, TAMARISK JIRD,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones tristrami,,Tristram's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones unguiculatus,,Mongolian Gerbil, Mongolian Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones vinogradovi,,Vinogradov's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriones zarudnyi,,Zarundny's Jird,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meropogon forsteni,,Purple-bearded Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops albicollis,,White-throated Bee-eater,,,,,,,,,,Guêpier à gorge blanche,,,,,,,,,,,,,,,,,,
Merops americanus,,Rufous-crowned Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops apiaster,,European Bee-eater, Bee-eater,,,,,,,,,Guêpier d'Europe,,,,,,,,,,,,,,,,,,
Merops boehmi,,Böhm's Bee-eater,,,,,,,,,,Guêpier de Böhm,,,,,,,,,,,,,,,,,,
Merops breweri,,Black-headed Bee-eater,,,,,,,,,,Guêpier à tête noire,,,,,,,,,,,,,,,,,,
Merops bullockoides,,White-fronted Bee-eater,,,,,,,,,,Guêpier à front blanc,,,,,,,,,,,,,,,,,,
Merops bulocki,,Red-throated Bee-eater,,,,,,,,,,Guêpier à gorge rouge,,,,,,,,,,,,,,,,,,
Merops cyanophrys,,Arabian Green Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops gularis,,Black Bee-eater,,,,,,,,,,Guêpier noir,,,,,,,,,,,,,,,,,,
Merops hirundineus,,Swallow-tailed Bee-eater,,,,,,,,,,Guêpier à queue d'hirondelle,,,,,,,,,,,,,,,,,,
Merops lafresnayii,,Ethiopian Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops leschenaulti,,Chestnut-headed Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops malimbicus,,Rosy Bee-eater,,,,,,,,,,Guêpier gris-rose,,,,,,,,,,,,,,,,,,
Merops mentalis,,Blue-moustached Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops muelleri,,Blue-headed Bee-eater,,,,,,,,,,Guêpier à tête bleue,,,,,,,,,,,,,,,,,,
Merops nubicoides,,Southern Carmine Bee-eater,,,,,,,,,,Guêpier carmin,,,,,,,,,,,,,,,,,,
Merops nubicus,,Northern Carmine Bee-eater,,,,,,,,,,Guêpier écarlate,,,,,,,,,,,,,,,,,,
Merops oreobates,,Cinnamon-chested Bee-eater, Cinnamon-breasted Bee-eater,,,,,,,,,Guêpier montagnard,,,,,,,,,,,,,,,,,,
Merops orientalis,,Asian Green Bee-eater, Guêpier d'Orient, Green Bee-eater, Little Green Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,
Merops ornatus,,Rainbow Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops persicus,,Blue-cheeked Bee-eater,,,,,,,,,,Guêpier de Perse,,,,,,,,,,,,,,,,,,
Merops philippinus,,Blue-tailed Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops pusillus,,Little Bee-eater,,,,,,,,,,Guêpier nain,,,,,,,,,,,,,,,,,,
Merops revoilii,,Somali Bee-eater,,,,,,,,,,Guêpier de Revoil,,,,,,,,,,,,,,,,,,
Merops superciliosus,,Olive Bee-eater, Blue-cheeked Bee-eater, Olive Bee-eater,,,,,,,,Guêpier malgache,,,,,,,,,,,,,,,,,,
Merops variegatus,,Blue-breasted Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops viridis,,Blue-throated Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merops viridissimus,,African Green Bee-eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merulaxis ater,,Slaty Bristlefront,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merulaxis stresemanni,,Stresemann's Bristlefront,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesechinus dauuricus,,Daurian Hedgehog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesechinus hughi,,Hugh's Hedgehog, Shaanxi Hedgehog,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesembrinibis cayennensis,,Green Ibis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesembriomys gouldii,,Black-footed Tree-rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesembriomys macrurus,,Golden-backed Tree-rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesitornis unicolor,,Brown Mesite, Brown Roatelo,,,,,,,,,Mésite unicolore,,,,,,,,,,,,,,,,,,
Mesitornis variegatus,,White-breasted Mesite, White-breasted Roatelo,,,,,,,,,Mésite variée,,,,,,,,,,,,,,,,,,
Mesocapromys angelcabrerai,,Cabrera's Hutia,,,,,,,,,,,,,,,Jutia conguina,,,,,,,,,,,,,
Mesocapromys auritus,,Eared Hutia, Large-eared Hutia,,,,,,,,,,,,,,Jutía rata,,,,,,,,,,,,,
Mesocapromys nanus,,Dwarf Hutia,,,,,,,,,,,,,,,jutía enana,,,,,,,,,,,,,
Mesocapromys sanfelipensis,,Little Earth Hutia, San Felipe Hutia,,,,,,,,,,,,,,jutia de la tierra,,,,,,,,,,,,,
Mesocricetus auratus,,Golden Hamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocricetus brandti,,Brandt's Hamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesocricetus newtoni,,Romanian Hamster,,,,,,,,,,Hamster De Newton,,,,,Hámster Rumano,,,,,,,,,,,,,
Mesocricetus raddei,,Ciscaucasian Hamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesomys hispidus,,Spiny Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesomys leniceps,,Woolly-headed Spiny Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesomys occultus,,Tufted-tailed Spiny Tree-rat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesomys stimulax,,Para Spiny Tree Rat, Surinam Spiny Tree Rat,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesophylla macconnelli,,Macconnell's Bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesoplodon bidens,,Sowerby's Beaked Whale, North Atlantic Beaked Whale,,,,,,,,,Mésoplodon De Sowerby,,,,,Ballena De Pico De Sowerby, Ballena De Pico De Sowerby, Zifio De Sowerby, Zifio De Sowerby,,,,,,,,,,
Mesoplodon bowdoini,,Andrew's Beaked Whale, Splaytooth Beaked Whale, Andrews' Beaked Whale,,,,,,,,Mésoplodon De Andrew, Mésoplodon De Bowdoin,,,,Ballena De Pico De Andrew, Zifio De Andrew,,,,,,,,,,,,
Mesoplodon carlhubbsi,,Hubbs' Beaked Whale, Hubbs's Beaked Whale, Arch-beaked Whale,,,,,,,,Mésoplodon De Hubbs,,,,,Ballena De Pico De Hubbs, Zifio De Hubbs,,,,,,,,,,,,
Mesoplodon densirostris,,Blainville's Beaked Whale,,,,,,,,,,Mésoplodon de Blainville,,,,,Ballena de Pico de Blainville, Zifio de Blainville,,,,,,,,,,,,
Mesoplodon europaeus,,Gervais' Beaked Whale, Gulf Stream Beaked Whale,,,,,,,,,Mésoplodon De Gervais,,,,,Ballena De Pico De Gervais, Ballena De Pico De Gervais, Zifio De Gervais, Zifio De Gervais,,,,,,,,,,
Mesoplodon ginkgodens,,Ginkgo-toothed Beaked Whale,,,,,,,,,,Mésoplodon De Nishiwaki,,,,,Zifio De Nishiwaki,,,,,,,,,,,,,
Mesoplodon grayi,,Gray's Beaked Whale, Southern Beaked Whale,,,,,,,,,Mésoplodon De Gray,,,,,Ballena De Pico De Gray, Zifio De Gray,,,,,,,,,,,,
Mesoplodon hectori,,Hector's Beaked Whale, Skew-beaked Whale,,,,,,,,,Mésoplodon De Hector,,,,,Ballena De Pico De Héctor, Zifio De Héctor,,,,,,,,,,,,
Mesoplodon layardii,,Strap-toothed Whale, Layard's Beaked Whale,,,,,,,,,Mésoplodon De Layard,,,,,Ballena De Pico De Layard, Zifio De Layard,,,,,,,,,,,,
Mesoplodon mirus,,True's Beaked Whale,,,,,,,,,,Mésoplodon De True, Mésoplodon  De True,,,,Ballena De Pico De True, Ballena De Pico De True, Zifio De True, Zifio De True,,,,,,,,,,
Mesoplodon perrini,,Perrin's Beaked Whale,,,,,,,,,,Mésoplodon De Perrin,,,,,Zifio De Perrin,,,,,,,,,,,,,
Mesoplodon peruvianus,,Pygmy Beaked Whale, Lesser Beaked Whale, Peruvian Beaked Whale,,,,,,,,Mésoplodon Pygmée,,,,,,,,,,,,,,,,,,
Mesoplodon stejnegeri,,Stejneger's Beaked Whale, Bering Sea Beaked Whale, Saber-toothed Whale,,,,,,,,Mésoplodon De Stejneger,,,,,Ballena De Pico De Stejneger, Zifio De Stejneger,,,,,,,,,,,,
Mesoplodon traversii,,Spade-toothed Whale, Traver's Beaked Whale, Bahamondi's Beaked Whale,,,,,,,,Mésoplodon De Bahamonde, Mésoplodon De Travers,,,,Zifio De Bahamonde, Zifio De Travers,,,,,,,,,,,,
Metabolus rugensis,,Chuuk Monarch, Truk Monarch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metachirus nudicaudatus,,Brown Four-eyed Opossum,,,,,,,,,,Opossum brun à quatre yeux,,,,,Cuica Común,,,,,,,,,,,,,
Metallura aeneocauda,,Scaled Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallura baroni,,Violet-throated Metaltail,,,,,,,,,,,,,,,Metalura de Azuay, Metalura Gorjivioleta,,,,,,,,,,,,
Metallura eupogon,,Fire-throated Metaltail, Fiery-throated Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallura iracunda,,Perija Metaltail, Perijá Metaltail,,,,,,,,,,,,,,Colibrí de Perijá, Metalura Iracunda,,,,,,,,,,,,
Metallura odomae,,Neblina Metaltail,,,,,,,,,,,,,,,Metalura del Chinguela,,,,,,,,,,,,,
Metallura phoebe,,Black Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallura theresiae,,Coppery Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallura tyrianthina,,Tyrian Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metallura williami,,Viridian Metaltail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metopidius indicus,,Bronze-winged Jacana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metopothrix aurantiaca,,Orange-fronted Plushcrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metriopelia aymara,,Golden-spotted Ground-dove, Golden-spotted Ground Dove, Golden-spotted Ground-Dove,,,,,,,,,,,,,,,,,,,,,,,,,,
Metriopelia ceciliae,,Bare-faced Ground-dove, Bare-faced Ground Dove, Bare-faced Ground-Dove,,,,,,,,,,,,,,,,,,,,,,,,,,
Metriopelia melanoptera,,Black-winged Ground-dove, Black-winged Ground Dove, Black-winged Ground-Dove,,,,,,,,,,,,,,,,,,,,,,,,,,
Metriopelia morenoi,,Moreno's Ground-dove, Bare-eyed Ground-Dove, Moreno's Ground Dove,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico acariensis,,Rio Acarí Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico argentatus,,Silvery Marmoset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico chrysoleucos,,Golden-white Tassel-ear Marmoset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico emiliae,,Snethlage's Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico humeralifer,,Black And White Tassel-ear Marmoset, Tassel-eared Marmoset,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico humilis,,Black-crowned Dwarf Marmoset, Roosmalen's Dwarf Marmoset,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico intermedius,,Aripuanã Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico leucippe,,Golden-white Bare-ear Marmoset,,,,,,,,,,,,,,,Sagüi-branco,,,,,,,,,,,,,
Mico marcai,,Marca's Marmoset, Marca's Marmoset,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico mauesi,,Maués Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico melanurus,,Black-tailed Marmoset,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico nigriceps,,Black-headed Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Mico rondoni,,Rondon's Marmoset, Rondônia Marmoset,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mico saterei,,Sateré Marmoset,,,,,,,,,,,,,,,Sagüi,,,,,,,,,,,,,
Micrastur buckleyi,,Buckley's Forest-falcon, Lesser Collared Forest-falcon, Buckley's Forest-Falcon, Buckley's Forest Falcon, Traylor's Forest-falcon,,,,,,,,,,,Gavilán de Traylor, Halcón-montés de Buckley,,,,,,,,,,,,
Micrastur gilvicollis,,Lined Forest-falcon, Lined Forest Falcon, Lined Forest-Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrastur mintoni,,Cryptic Forest-falcon , Cryptic Forest Falcon, Cryptic Forest-Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrastur mirandollei,,Slaty-backed Forest-falcon, Slaty-backed Forest Falcon, Slaty-backed Forest-Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrastur plumbeus,,Plumbeous Forest-falcon, Plumbeous Forest-Falcon, Plumbeous Forest Falcon,,,,,,,,,,,,,Halcón-montés Plomizo,,,,,,,,,,,,,
Micrastur ruficollis,,Barred Forest-falcon, Barred Forest Falcon, Barred Forest-Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrastur semitorquatus,,Collared Forest-falcon, Collared Forest Falcon, Collared Forest-Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrathene whitneyi,,Elf Owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microakodontomys transitorius,,Transitional Colilargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbates cinereiventris,,Tawny-faced Gnatwren, Half-collared Gnatwren,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbates collaris,,Collared Gnatwren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcarbo africanus,,Long-tailed Cormorant, Long-tailed Cormorant,,,,,,,,,Cormoran africain,,,,,,,,,,,,,,,,,,
Microcarbo coronatus,,Crowned Cormorant,,,,,,,,,,Cormoran couronné,,,,,,,,,,,,,,,,,,
Microcarbo melanoleucos,,Little Pied Cormorant, Little Shag,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcarbo niger,,Little Cormorant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcarbo pygmaeus,,Pygmy Cormorant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcavia australis,,Southern Mountain Cavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcavia niata,,Andean Mountain Cavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcavia shiptoni,,Shipton's Mountain Cavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus arnholdi,,Arnhold's Mouse Lemur, Montagne d'Ambre Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus berthae,,Madame Berthe's Mouse Lemur, Berthe's Mouse Lemur, Berthe's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus bongolavensis,,Bongolava Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus danfossi,,Danfoss' Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus gerpi,,Gerp's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus griseorufus,,Grey-brown Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus jollyae,,Jolly's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus lehilahytsara,,Goodman's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus macarthurii,,MacArthur's Mouse Lemur, Anjiahely Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus mamiratra,,Claire's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus margotmarshae,,Margot Marsh's Mouse Lemur, Antafondro Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus marohita,,Marohita Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus mittermeieri,,Mittermeier's Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus murinus,,Grey Mouse Lemur, Gray Mouse-lemur, Lesser Mouse-lemur, Grey Mouse-lemur,,,,,,,Microcèbe Murin, Petit Microcèbe,,,,Maki Ratón, Makisratone,,,,,,,,,,,,
Microcebus myoxinus,,Peters' Mouse Lemur, Pygmy Mouse Lemur, Western Rufous Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus ravelobensis,,Golden-brown Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus rufus,,Rufous Mouse Lemur, Brown Mouse-lemur, Rufous Mouse-lemur, Russet Mouse-lemur,,,,,,,,,,,,Maki Ratón,,,,,,,,,,,,,
Microcebus sambiranensis,,Sambirano Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus simmonsi,,Simmons' Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus tavaratra,,Tavaratra Mouse Lemur, Northern Rufous Mouse Lemur,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcerculus bambla,,Wing-banded Wren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcerculus marginatus,,Southern Nightingale-wren, Scaly-breasted Wren, Southern Nightingale-Wren,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcerculus philomela,,Northern Nightingale-wren, Nightingale Wren, Northern Nightingale-Wren,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcerculus ustulatus,,Fluting Wren, Flutist Wren,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microchera albocoronata,,Snowcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microdillus peeli,,Somali Pygmy Gerbil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microdipodops megacephalus,,Dark Kangaroo Mouse, Owyhee River Kangaroo Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microdipodops pallidus,,Pale Kangaroo Mouse, Soda Spring Valley Kangaroo Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microdynamis parva,,Dwarf Koel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca fascinans,,Jacky-winter, Jacky Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca flavigaster,,Lemon-bellied Flyrobin, Lemon-bellied Flycatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca flavovirescens,,Olive Flyrobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca griseoceps,,Yellow-legged Flyrobin, Yellow-legged Flycatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca hemixantha,,Golden-bellied Flyrobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microeca papuana,,Canary Flyrobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale brevicaudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale cowani,,Cowan's Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale dobsoni,,Dobson's Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale drouhardi,,Drouhard's Shrew Tenrec, Striped Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale dryas,,Dryad Shrew Tenrec, Tree Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale fotsifotsy,,Pale Shrew Tenrec, Pale-footed Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale gracilis,,Gracile Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale grandidieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale gymnorhyncha,,Naked-nosed Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microgale jenkinsae,,Jenkins' Shrew Tenrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
